user_idx,combined_text
549,"舒服~布朗尼超好吃 外帶了一個栗子蒙布朗，店員親切請我們坐下慢慢看點完也可以在店內坐著慢慢等，包裝沒有保冷劑但嚴實，帶回家享用也沒有壞掉或移動。
栗子蒙布朗一個150，用料實在也好吃，非常推薦!
我平常不敢吃地瓜，但這個地瓜餡很好吃喔! 驚奇旅程的店家，食物也好吃"
550,在花蓮最愛這家咖啡廳。 老闆在自己喜歡的領域有建樹。令人佩服。
551,"與友人聚餐，環境舒適解壓，雖然囿於空間格局，座位都靠得蠻近的（除了沙發區外），但用餐禮儀滿滿，沒人喧嘩，感受極佳。
餐點義大利麵的雞有點柴，但面體與醬料都很用心可是價格偏高，已經二次回訪價格漲了許多，希望可以再次品嚐到提拉米蘇 更有氛圍感"
552,推薦給那些喜歡「品嚐」咖啡味道，而不僅僅是享受咖啡館氛圍的人。 各種口味的手工巧克力！
553,今天點發泡牛奶咖啡、檸檬塔、酥酥的少女，每一個都很好吃！ 蛋糕很好吃，服務親切且環境舒適 讚👍 …
554,"尋著google找到的 店面小小的 但裡面的設備真是不得了😍 室內風格也簡單清爽
點了Espresso & Latte 非常順口 風味也很好 推薦來花蓮必訪🥹 … 店內裝潢風格獨特且富巧思 可愛的一間咖啡廳"
555,焦糖口味超好吃、店狗耳朵超好摸（？）喜歡司康的人一定要來！ 杯子很特別，如果時間允許，坐下來慢慢品嚐比較理想
556,很舒服的環境 環境優美，氣氛佳
557,"布丁極度好吃😋
咖啡味道濃郁芬芳
支持花蓮人洄家 … 在花蓮，能夠品嚐到匠心獨具的精品咖啡，真是非常幸福。好喝的風味就不贅述，來品嚐就知道是多麼的不一樣了。"
558,"楓糖麻糬鬆餅好好吃😋
下次想再來吃草莓🍓鬆餅 … 咖頌好讚！
讓人覺得很舒服的一間店
推推～ 舒適自在的咖啡店，忍不住跟貓玩起來XD"
559,"現在市場上的肉桂捲有非常多口味，最常見不外乎就是黑糖、核桃、奶油醬，在秀麗有個藍莓肉桂捲，是史丹利個人很喜歡的口味，對於不愛吃甜的台灣人，吃起來可能會覺得有點甜，肉桂味不是特別重（很怕肉桂味的人也能吃），與藍莓特別搭，麵包體紮實，既使淋上藍莓醬也不會變得軟爛。秀麗咖啡使用的是錫蘭肉桂，味道清甜，帶木質與淡淡的檸檬香。
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ … 歐北風超級好拍的咖啡外帶店『烘豆廊』
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ … 今天要跟大家推的坑是，有軒轅路迪麗熱巴之稱的愛迪生咖啡（有多像你得自己去看就知道），具胖迪的說法，他的肉桂捲口感比較像台式麵包，非常的鬆軟，比較建議用手拿著吃，用刀叉切有一定的難度（太軟Ｑ了），加上奶油起司醬，甜度滿點，但是麵包體還是可以吃到濃濃的肉桂味，整體風味來說是平衡且具有層次的。真心推薦一定要加奶油起司醬，偶爾吃甜一點沒有關係的，甜點不甜就不好吃了。 … Old Couple Coffee 歐咖波是間隱身在巷弄的咖啡廳，店內空間不大但很溫馨，佈滿著老闆的收藏，也為空間增加不少樂趣。
原本在台北從事咖啡的老闆，沖煮技術自然不在話下，具有一定的水準，咖啡拉花美呆了，不拍對不起自己。今天還點了一份提拉米蘇，帶有淡淡酒香，手指餅乾的軟硬度適中，不是泡很軟爛的那種，甜度也很剛好，我很喜歡，一口咖啡一口蛋糕，享受極了。 …"
560,"很有質感的外帶咖啡專賣店，咖啡好喝👍🏻
店內也有販售咖啡豆、濾掛包💕
進店感覺很放鬆，可以慢慢挑咖啡豆～
另外門口很好拍照😍 … 在市區小巷弄裡的咖啡廳～
老闆娘很親切，細心幫我們介紹餐點☕️
咖啡好喝～甜點也好吃～雖然有些都賣完了沒吃到！
店內環境很舒服，也很好拍😆 … 甜點好吃😋價格也很合理！
每個座位間隔都不會太近
店內也有提供插座
是一間CP值高的咖啡廳😍 …"
561,手沖：喬蓓莎 水洗 酸值明亮，中低溫澀感出現，建議不喜愛澀感的人，盡快飲用完。 咖啡好喝，老闆好聊，有空可以過來光顧喔！
562,來第二次，空間雖然不大，但一進去的感覺很好很溫馨，老闆娘也很親切，我們一定很快會再去！ 老闆超親切好聊，咖啡好喝，可頌好吃~
563,"咖啡很好喝是真的
貓只是存在 並沒有陪玩的義務
老闆娘沒有特別愛跟客人說話
不適合一大群人來 位子不多 可頌很脆咖啡很香
老闆很有趣
推薦👍 …"
564,放慢腳步，沈浸在咖啡與大海的世界 帶朋友來聚聚的好地方
565,很喜歡～連續去外帶兩天，喝了蜂蜜肉桂拿鐵跟小白都好好喝～就我觀察它的手沖一定很棒，內用的人人都點手沖，店主沖泡咖啡的態度真的會讓人想一直觀察，很有吸引力很專業，很認真對待每一杯咖啡。 連續兩次來花蓮都會買它的豆子回家
566,"喜歡外帶店的簡單，俐落的品牌設計，單品卡布選擇喜愛的淺焙，來花蓮充電～Flash! 🚗🥤
一早的小白外帶
喝一杯淺焙精神來了 …"
567,"環境小而美
不管是各類咖啡或是肉桂捲、可麗露
都超級好吃😋 … 整體氛圍超讚的
主要是販賣各式咖啡豆
現場也有手沖咖啡 …"
568,"第一次喝到淺焙花蓮豆，香氣、口感、層次整個令人驚艷，很難形容的感覺，值得一試！而且跟老闆聊咖啡還可以順便複習國中地理跟理化，讚讚～！
近期喝到最好喝的手沖，就是這家了，真心推薦！！ 這次花蓮行遇到最幽默風趣健談好聊aka在地美食王的可愛老闆（他推薦的東西都很讚），點了一杯淺焙拿鐵、草莓戀人作為這次旅程的漂亮收尾，真的好喝，大力推推～～！"
569,"內用棒，豆子bad 很舒服 習慣喝這家的咖啡之後，喝以前覺得還不錯的咖啡廳的咖啡，覺得以前怎麼會喜歡這種只有焦苦味的咖啡色液體？？？

各方面給五顆星
沒辦法每天喝到時的痛苦指數也是給五顆星"
570,"外帶了草莓戀人的冰手沖和淺焙的冰拿鐵，兩杯都好喝，休假的早上可以喝到這麼有質感的咖啡也太幸運！ 隱藏在小巷裡的專業咖啡店
熱拿鐵超好喝
讓人不小心就乾杯了XD 久久來一次依舊好喝
花蓮少數幾間咖啡真心好喝的咖啡店
就連義式機出問題改用手沖萃的熱拿鐵 …"
571,"很棒的手沖咖啡！店內的商品與陳列都看得出來經營者的細心與品味！
個人希望（許願）店內可以馬克杯或瓷杯飲用^_^ 很用心挑豆、烘豆的職人老闆！
光看現場的綜合豆品質就沒話說了！
最適合自己手沖的愛好者，精選豆平價賣，cp 值超高！
（不要小看那台烘豆機喔？！）"
572,環境優美，無論餐點或甜點飲料 多有不錯的水準，服務亦佳。 咖啡選擇多 果然是無設限 珍珠奶茶舒芙蕾很特別。
573,"外帶單品咖啡風味真的很棒
買了三包豆子回來自己沖
味道都很好👍🏻 … 小白👍🏻
單品咖啡也是味道很好
但是門口的小黑蚊一樣很多 …"
574,氣氛很好，很專業的一家店！喜歡咖啡的朋友可以來看看 店家蠻佛心的低消65不限品項，服務態度很好👍 …
575,貓咪 狗狗都好可愛 很愜意舒服，木製藝術超有味道，餐點好吃，價位親民，可以常來的店~~ 空間舒適非常適合聚餐
576,咖啡很酸、規矩很多、女的態度差 老闆親切，豆款選擇多，咖啡好喝👍 …
577,"好喝的咖啡 不需要多說
店內氛圍 音樂我好喜歡
這裡不只賣咖啡 還賣酒 … 可以順路購買 方便的咖啡☕️"
578,"超好喝小白超讚 野菇炊飯和雞湯好美味
甜點和飲品以及環境感受得到店主的用心☕️"
579,"花蓮最好吃司康！！！
已經回訪好多次，帶朋友來吃也都說好吃，兩位店員熱情親切，店狗Dumbo也超可愛，來花蓮絕對不能錯過的咖啡廳👍🏻 … 環境舒適 咖啡好喝"
580,很多不同口味。內用低消150 很舒服，咖啡與甜點都很棒。會想再去，也推薦給愛喝咖啡的人。 咖啡甜點都很好。位置比較少 有溫度又認真的小店，好吃的食物值得等待。店內佈置很有味道。期待再訪 位置不多，蠻容易客滿，客滿會限時，不會主動提供水。廁所內沒鏡子。甜點有限量，賣完就沒有。低消150。對我而言過甜。 咖啡很好喝 觀光客太多 好拍照，要預約 很舒服的咖啡店，咖啡很好
581,"點了拿鐵、焙茶拿鐵、卡布
都很好喝～
雖然有加奶但還是喝得到豆子的香味
也買了兩包耳掛回家喝看看^^ 環境超舒適
布丁特別好吃～ 餐點好吃、氣氛悠閒！ 每次到花蓮都會來拜訪"
582,甜點好吃還有可愛貓貓 很不錯！
583,紫醉金迷的葡萄味道非常強烈，真的很像厭氧加酵素的味道。 野花有明確的藍莓果醬味及莓果味，其他感受不明顯，以手沖價位及味道綜合來說，水準中上。
584,"舊抽屜咖啡 …位於花蓮市中心。

舊抽屜咖啡外觀設計，運用了植栽來點綴，滿滿的外牆掛滿了，大小不一、品種豐富的植物，夏天看起來就讓人很舒服。 … 傻眼
突然的停電導致沒營業 …"
585,"獨賣咖啡品項，無食物。
豆子很厲害，手沖了一支哥倫比亞，香氣味道層次豐富。
蜂蜜肉桂拿鐵稍甜，但很好喝。
橘店貓很可愛！ 外帶咖啡吧，幸運的話有張長板凳可以稍坐品飲咖啡。熱卡布溫順，西西里層次明顯清涼消暑，可麗露外酥內軟好吃，老闆娘很親切。"
586,放鬆的好地方，鬆餅又好吃，大推(´∀｀)♡ 餐點好吃，氣氛佳！一進門就有驚奇發現--門把跟推門方向相反🤣 …
587,"花蓮老家外又開了一間新咖啡店 - #科雷精品咖啡 #CUORECOFFEE

前面建築物是明亮寬敞的內用區域，後面軍綠色的工業風貨櫃屋是老闆私人工作烘豆區，內用限時2小時，但沒客滿的話老闆不會主動去趕客人。 … 這 #提拉米蘇 真的很可以 👍🏻😋
絕對值得一試啊啊啊 … 隱身在巷弄之內
咖啡很可以 😋
價格很親民 👍🏻
如果必須外帶的時候，絕對會是我的首選 ☕️ …"
588,濃縮好喝順口、手沖冰日曬冰谷也非常夠水準 淺焙1+1非常推薦，可以和老闆聊聊咖啡經。 好喝的1+1
589,隱藏小巷中的外帶咖啡吧，咖啡中規中矩，當天喝了冰拿鐵，奶香大過咖啡香，滑順入喉，喝完沒有特殊記憶點 外帶冰手沖，ㄧ入口水蜜桃香甜在口中炸開，香、甜、餘韻綿延，真的非常有水準，大推！
590,"糖漬汽水跟咖啡都不錯，很可愛的小店 非常有感覺的一家咖啡廳
坐在地毯區有一種小包廂的感覺
以為來到六福村的蘇丹王冒險😂 …"
591,"來試試新的質感咖啡廳，
節約風格非常時尚，
沙拉舒適清爽好吃， … 巷弄內的熱點，充滿能源的地方⚡️⚡️⚡️"
592,布朗尼神好吃，咖啡好喝，老闆娘親切，說著一口美式口音的中文，花蓮數一數二的咖啡廳 說是花蓮最好喝的咖啡不為過，老闆很專業，只要跟他說你喜歡的口感，他都能精準推薦適合你的豆子，手沖單品一定要試試
593,擼貓很爽，一直嚕一直爽。手沖咖啡沒有因為觀光區而溢價，還有附手工餅乾好吃。蛋糕類也算便宜大約都一百多一點。 拿鐵有拉花 沒有內用座位 有質感的小店
594,"不錯 值得一來 五星推！咖啡真的很好喝
很有質感
還買了濾掛包
下次還會再去"
595,只提供外帶服務，可以買豆子 咖啡好好喝，必須喝一次手沖
596,一定要試試手沖蕭邦咖啡，老闆娘太可愛默默換了蕭邦音樂 可麗露冰過後外層極脆內層香軟 親子用餐已去第二次，服務人員非常細心，會主動詢問香蕉牛奶要不要換成兒童杯，也好記性記得上一次點餐不吃的東西，覺得真的很用心！
597,如果可以在店內享用就好了，外面的座位有小黑蚊。咖啡真的很好喝。 完美。
598,咖啡好香好喝，可麗露好好吃😋。 … 很喜歡的日式建築，從裡到外的空間環境都很舒服，咖啡很好喝，甜點吃了有暖暖幸福的感覺。老闆很親切，有機會希望再來訪。😊😍 …
599,"讚讚 環境、氣氛很棒！！ 餐點有水準，人手少出餐速度略慢。 店裡其實蠻熱的，溫溫的風一直吹。
餐點不錯，可是等的有點久。
服務好，人員容易眼神放空(熱昏頭嗎？XD) … 咖啡甜點都有水準，環境舒服安靜，還有貓👌

很棒的小店 … 手沖的味道很好，店裡很安靜悠閒
價格也很合理 旁邊就是停車場，很方便，餐廳隱密，環境佈置的很美。
點了椒麻雞及醉雞味道都不錯，舒芙蕾很美味。
三份餐點加一成服務費共880元不算太貴，會再回訪。 可愛的一人小店面，點了淺焙冰手沖香氣十足立刻追加淺焙拿鐵，是沒有在其他咖啡廳喝過的層次；希望有機會能進入店面內用欣賞老闆手沖技巧 現場新鮮製作的華夫餅超級好吃👍🏻店主甚至在關門時間之後還開門讓我們品嚐！ 10/10 推薦！ …"
600,"咖啡很棒
肉桂捲不夠甜 咖啡真的很好喝
咖啡順口 香味濃"
601,聚會聊天吃飯好地方 鬆餅一級棒！也有手沖咖啡可以點，很不錯
602,"咖啡☕️好好喝
是個適合看書、小聚會的場所 好喝專業咖啡豆👍 …"
603,裝潢特別 很好渡過悠閒時光的地方
604,"咖啡的口感很好
味道蠻平衡的👌
布丁上的果乾偏甜
橘貓就是可愛☺️ … 每次來花蓮玩必喝
這次口感、風味都一樣非常優秀
點杯咖啡坐在小板凳上 …"
605,"店裡的裝潢和咖啡都很時尚又別緻。

但最酷的是老闆娘，她本人也超酷炫時尚！ 時尚。簡直時尚極了。

他們的品味真棒。 …"
606,美味的輕度烘焙咖啡，不便宜，但品質可以接受。 超讚的冰美式咖啡，濃鬱醇厚，味道極佳。價格也很划算，只要50元台幣！
607,環境不錯。我只是來這裡工作和吃點東西。網路還可以，咖啡很棒，但米漢堡只能勉強填飽肚子。 您友善的鄰裡咖啡館。它只提供外賣，但您也可以當場享用……只需告知咖啡師即可
